title,actors
Gimme Shelter,Vanessa Hudgens; Rosario Dawson; Brendan Fraser; Stephanie Szostak; James Earl Jones; Dascha Polanco; Emily Meade; Ann Dowd; Candace Smith; Tashiana Washington
Finding Christmas,Tricia Helfer; J.T. Hodges; Cristina Rosato; Mark Lutz; Dani Kind; Jessica Phillips; Christian Distefano; Scott Wickware; Brittany Gray; Dov Mickelson
Hats Off to Christmas!,Haylie Duff; Antonio Cupo; Jay Brazeau; Sean Michael Kyer; Melanie Papalia; Kendra Anderson
The Christmas Spirit,Nicollette Sheridan; Bart Johnson; Amanda Foreman; Samantha Hanratty; Tristan Leabu; Olympia Dukakis; Maya Sayre; Jeff Krebs; Rick Roberts; Michael Loos; Jon Osbeck; Jesse Clark; Jimmy Townsend
Lizzie Borden Took An Ax,Christina Ricci; Clea DuVall; Billy Campbell; Stephen McHattie; Sara Botsford; Jennifer Kydd; John Maclaren; Andria Wilson; Brett Donahue; Kirstin Howell; Ciarán MacGillivray
The Wrong Woman,Danica McKellar; Jonathan Bennett; Jaleel White; Fred Dryer; Carter MacIntyre; Alicia Lagano; Jennifer Aspen; Robert David Hall; Jim O' Heir; Dina Meyer; Claudia Christian
Stonados,Paul Johansson; Thea Gill; Sebastian Spence; William B. Davis; Jessica McLeod; Miranda Frigon; Patrick Baynham; Fraser Corbett; Nicolas Dahm; Katherine Evans
Christmas Belle,Haylie Duff; Nicholas Gonzalez; C. Thomas Howell; Mark Famiglietti; Sheree J. Wilson; Jerry Hauck
Manglehorn,Al Pacino; Holly Hunter; Chris Messina; Harmony Korine; Alvin Hysong; Marisa Varela; Briano Casanova
Song One,Anne Hathaway; Mary Steenburgen; Ben Rosenfield; Johnny Flynn; Li Jun Li; Al Thompson; Stefano Villabona; Crystal Lonneberg; Gideon Glick; Shawn Parsons
Son of God,Diogo Morgado; Roma Downey; Louise Delamere; Amber Rose Revah; Andrew Brooke; Darwin Shaw; Simon Kunz; Adrian Schiller; Matthew Gravelle; Sebastian Knapp
Delete,Keir Gilchrist; Erin Karpluk; Ryan Robbins; Gil Bellows; Seth Green; Matt Frewer; Janet Kidder; John Stewart; Andrew Airlie; Mark Brandon
Fast & Furious 7,Vin Diesel; Paul Walker; Dwayne Johnson; Michelle Rodriguez; Kurt Russell; Jason Statham; Tyrese Gibson; Ludacris; Jordana Brewster; Djimon Hounsou; Nathalie Emmanuel; Lucas Black; Romeo Santos
Selfless,Ryan Reynolds; Natalie Martinez; Matthew Goode; Victor Garber; Derek Luke; Michelle Dockery; Ben Kingsley; Jaynee-Lynne Kinchen; Sandra Ellis Lafferty; Teri Wyble; Mariana Paola Vicente; John L. Armijo
Pawn Sacrifice,Tobey Maguire; Liev Schreiber; Lily Rabe; Peter Sarsgaard; Michael Stuhlbarg; Aiden Lovekamp; Ilia Volok; Conrad Pla; John Maclaren; Benoit Priest
Prank,Nick Renaud; Henry Monfries; Gemmenne de la Peña; Hannah Kasulka; Alastair James; Rene Cadet; Rachel Duhame; Vanja Scholls
No Good Deed,Idris Elba; Taraji P. Henson; Kate del Castillo; Wilbur Fitzgerald; Henry Simmons; Mark Rhino Smith; Kelly O'Neal; Walter Hendrix III; Frank Brennan; Alan D. Purwin
Black or White,Kevin Costner; Octavia Spencer; Anthony Mackie; Jillian Estell; Jennifer Ehle; Gillian Jacobs; Bill Burr; Joe Chrest; Indigo; Kenneth Kynt Bryan; Mpho Koaho; Andre Holland
The Unbelievers,Richard Dawkins; Lawrence Krauss; Ayaan Hirsi Ali; Woody Allen; Daniel C. Dennett; Cameron Diaz; Ricky Gervais; Sam Harris; Stephen Hawking; Werner Herzog; Eddie Izzard
"South of Heaven, West of Hell",Dwight Yoakam; Vince Vaughn; Billy Bob Thornton; Bridget Fonda; Peter Fonda; Paul Reubens; Bud Cort; Michael Jeter; Bo Hopkins; Luke Askew
Veronica Mars,Kristen Bell; Jason Dohring; Krysten Ritter; Ryan Hansen; Francis Capra; Percy Daggs III; Chris Lowell; Tina Majorino; Jerry O'Connell; Gaby Hoffmann; Enrico Colantoni; Daran Norris
Camp X-Ray,Kristen Stewart; Peyman Moaadi; Lane Garrison; Joseph Julian Soria; John Carroll Lynch; Julia Duffy; Tara Holt; Yousuf Azami; Ser'Darius Blain; Marco Khan
God's Pocket,Philip Seymour Hoffman; Christina Hendricks; Richard Jenkins; Caleb Landry Jones; John Turturro; Eddie Marsan; Domenick Lombardozzi; Peter Gerety; John Cenatiempo; Sophia Takal; Glenn Fleshler
Hellion,Aaron Paul; Juliette Lewis; Josh Wiggings; Deke Garner; Jonny Mars; Walt Roberts; Tanner Beard; Annalee Jefferies; Brent Smiga; Augustine Frizzell; Jason Newman
Low Down,John Hawkes; Elle Fanning; Glenn Close; Lena Headey; Peter Dinklage; Flea; Taryn Manning; Burn Gorman; Caleb Landry Jones; Tim Daly
The Skeleton Twins,Bill Hader; Kristen Wiig; Ty Burrell; Luke Wilson; Boyd Holbrook; Joanna Gleason; Kathleen Rose Perkins; Ian Hyland; Jennifer Lafleur; Eddie Schweighardt; Genevieve Adams
Blackhat,Chris Hemsworth; Viola Davis; Wei Tang; Leehom Wang; John Ortiz; Holt McCallany; Andy On; Ritchie Coster; Christian Borle; Yorick Van Wageningen; William Mapother; Manny Montana; Tracee Chimo; Spencer Garrett
The Signal,Brenton Thwaites; Laurence Fishburne; Sarah Clarke; Lin Shaye; Olivia Cooke; Beau Knapp; Robert Longstreet; Jeffrey Grover
The Guest,Dan Stevens; Maika Monroe; Leland Orser; Lance Reddick; Chase Williamson; Brendan Meyer
Cooties,Elijah Wood; Alison Pill; Rainn Wilson; Armani Jackson; Leigh Whannell; Morgan Lily; Nasim Pedrad; Jack McBrayer; Jorge Garcia; Peter Kwong
Barefoot,Evan Rachel Wood; Scott Speedman; J.K. Simmons; Treat Williams; Kate Burton; Juliet Reeves; Brittney Alger; Andrea Moore; Ian Nelson; David Jensen
The Hungover Games,Ross Nathan; Ben Begley; Herbert Russell; John Livingston; Rita Volk; Tara Reid; Robert Wagner; Kyle Richards; Jamie Kennedy; Kayden Kross; Martin Klebba; Camille Grammer; Bruce Jenner; Dat Phan; Damien Bray; Ron Butler; Jeff Torres; Mark Harley
This Is Where I Leave You,Jason Bateman; Tina Fey; Rose Byrne; Adam Driver; Corey Stoll; Jane Fonda; Kathryn Hahn; Timothy Olyphant; Abigail Spencer; Connie Britton; Dax Shepard; Ari Graynor
They Came Together,Amy Poehler; Paul Rudd; Ed Helms; Cobie Smulders; Max Greenfield; Christopher Meloni; Michael Shannon; Lynn Cohen; Melanie Lynskey; Noureen DeWulf; Teynoah Parris
22 Jump Street,Channing Tatum; Jonah Hill; Peter Stormare; Wyatt Russell; Amber Stevens; Jillian Bell; Ice Cube; Jimmy Tatro; Nick Offerman; Rob Riggle; Dave Franco; Dax Flame; Johnny Pemberton; Joe Chrest
The One I Love,Mark Duplass; Elisabeth Moss; Ted Danson
Laggies,Keira Knightley; Chloë Grace Moretz; Sam Rockwell; Tiya Sircar; Gretchen Mol; Ellie Kemper; Kaitlyn Dever; Mark Webber; Basil Harris; Tony Doupe
I Origins,Michael Pitt; Brit Marling; Astrid Berges-Frisbey; Steven Yeun; Archie Panjabi; Kashish; Cara Seymour; William Mapother; Crystal Anne Dickinson; Venida Evans
She's Funny That Way,Imogen Poots; Owen Wilson; Jennifer Aniston; Kathryn Hahn; Will Forte; Rhys Ifans; Lucy Punch; Ahna O'Reilly; George Morfogen; Austin Pendleton; Debi Mazar; Joanna Lumley; Tatum O'Neal
Alien Raiders,Carlos Bernard; Mathew St. Patrick; Rockmond Dunbar; Courtney Ford; Jeffrey Licon; Samantha Streets; Derek Basco; Bonita Friedericy; Bryan Krasner; Keith Hudson
A Girl Walks Home Alone at Night,Sheila Vand; Arash Marandi; Marshall Manesh; Mozhan Marnò; Dominic Rains; Rome Shadanloo; Milad Eghbali; Reza Sixo Safai; Pej Vahdat; Ray Haratian
Imperial Dreams,John Boyega; Rotimi; Glenn Plummer; De'aundre Bonds; Keke Palmer; Sufe Bradshaw; Maximiliano Hernández
Listen Up Philip,Jason Schwartzman; Elisabeth Moss; Jonathan Pryce; Krysten Ritter; Dree Hemingway; Joséphine de La Baume; Kate Lyn Sheil; Daniel London; Jennifer Kim; Joanne Tucker
Obvious Child,Jenny Slate; Jake Lacy; Gaby Hoffmann; Gabe Liedman; David Cross; Richard Kind; Polly Draper; Paul Briganti; Cindy Cheung; Stephen Singer
The Wishing Tree,Jason Gedrick; Richard Harmon; Amitai Marmorstein; Emmalyn Estrada; Teryl Rothery; Erica Cerra; Carrie Genzel; John Innes; Cole Grabinsky; Erica Carroll
Earth to Echo,Teo Halm; Astro; Reese Hartwig; Ella Wahlestedt; Jason Gray-Stanford; Cassius Willis; Drake Kemper; Tiffany Espensen; Mary Pat Gleason; Peter Mackenzie
Burying the Ex,Anton Yelchin; Ashley Greene; Alexandra Daddario; Oliver Cooper; Mindy Robinson; Gabrielle Christian; David Villada; Alexandra Vino; Stephanie Koenig; Isabel Dresden
Step Up All In,Ryan Guzman; Briana Evigan; Adam G. Sevani; Misha Gabriel Hamilton; Stephen Boss; Alyson Stoner; Mari Koda; Chadd Smith; Facundo Lombard; Luis Rosado; Christopher Scott; Izabella Miko; Lorella Boccia; Karin Konoval
"Men, Women & Children",Rosemarie DeWitt; Jennifer Garner; Judy Greer; Dean Norris; Adam Sandler; Emma Thompson; Timothée Chalamet; Olivia Crocicchia; Kaitlyn Dever; Ansel Elgort; Katherine Hughes; Elena Kampouris; Travis Tope
The Single Moms Club,Amy Smart; Tyler Perry; Wendi McLendon-Covey; Terry Crews; Nia Long; Eddie Cibrian; Ryan Eggold; King; William Levy; Zulay Henao; Cocoa Brown
The Better Angels,Jason Clarke; Diane Kruger; Wes Bentley; Brit Marling; Jamie Harrold; Lola Cook; Cameron Mitchell Williams; Casey Roberts; Reagan Leonard; Wayne Pyle; Braydon Denney
The Atomic Submarine,Arthur Franz; Dick Foran; Brett Halsey; Tom Conway; Paul Dubov; Bob Steele; Victor Varconi; Joi Lansing; Selmer Jackson; Jack Mulhall
Crawlspace,Klaus Kinski; Talia Balsam; Barbara Whinnery; Carole Francis; Tane McClure; Sally Brown; Jack Heller; David Abbott; Kenneth Robert Shippy
Hell's Half Acre,Wendell Corey; Evelyn Keyes; Elsa Lanchester; Marie Windsor; Nancy Gates; Leonard Strong; Jesse White; Keye Luke; Philip Ahn; Robert Shield
The Fault in Our Stars,Shailene Woodley; Ansel Elgort; Willem Dafoe; Laura Dern; Nat Wolff; Lotte Verbeek; Emily Peachey; Sam Trammell; Mike Birbiglia; Johanna McGinley
El Mascarado Massacre,Adam Huss; Jeremy Radin; Leyla Milani; Margaret Scarborough; Catherine Wreford; Zack Bennett; Irwin Keyes; Rey Misterio Sr.; Fred Tatasciore; Tabbert Filler
All About Christmas Eve,Haylie Duff; Chris Carmack; Connie Sellecca; Patrick Muldoon; Stephen Colletti; Bianca Lawson; Diana DeGarmo; Ace Young; Gib Gerard; Chelsea Rae Bernier
Million Dollar Arm,Jon Hamm; Bill Paxton; Lake Bell; Alan Arkin; Suraj Sharma; Madhur Mittal; Bar Paly; Aasif Mandvi; King; Al Sapienza; Autumn Dial
Guardians of the Galaxy,Chris Pratt; Zoë Saldana; Dave Bautista; Lee Pace; Michael Rooker; Karen Gillan; Djimon Hounsou; Benicio Del Toro; John C. Reilly; Glenn Close
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Steve Carell; Jennifer Garner; Bella Thorne; Jennifer Coolidge; Dylan Minnette; Burn Gorman; Megan Mullally; Ed Oxenbould; Mary Mouser; Kerris Dorsey; Sidney Fullmer; Anthony Cooper
Forgetting the Girl,Christopher Denham; Lindsay Beamish; Elizabeth Rice; Paul Sparks; Anna Camp; Phyllis Somerville; Joel de la Fuente; Sara Balmas; Magdalena Bendek; Agathe Biarrotte
Miami Magma,Brad Dourif; Rachel Hunter; Melissa Ordway; Anna Adair; Stacey Asaro; Cleavant Derricks; Joseph Diaz; Miles Doleac; J.D. Evermore; Griff Furst; Lauren Graham
Black Forest,Tinsel Korey; Dhaffer L'Abidine; Andy Clemence; Oliver James; Lally Percy; Sapphire Elia; Howard Charles; Ben Cross; Tobias Hewitt; Jesse Steele
Prison,Viggo Mortensen; Chelsea Field; Lane Smith; Lincoln Kilpatrick; Tom Everett
Tusk,Genesis Rodriguez; Haley Joel Osment; Justin Long; Michael Parks; Ralph Garman; Harley Morenstein; Kevin M. Conte; Matthew Shively
Boulevard,Robin Williams; Roberto Aguire; Bob Odenkirk; Kathy Baker; Giles Matthey; J. Karen Thomas; Brandon Hirsch; Eleonore Hendricks; Landon Marshall; Henry Haggard
The Interview,James Franco; Seth Rogen; Lizzy Caplan; Timothy Simons; Randall Park; Diana Bang; Charles Rahi Chun; Tommy Chang; Anesha Bailey; Dominique Lalonde
True Story,James Franco; Jonah Hill; Felicity Jones; Ethan Suplee; Gretchen Mol; Robert John Burke; Maria Dizzia; John Sharian; Robert Stanton; Betty Gilpin
The Drop,Tom Hardy; Noomi Rapace; James Gandolfini; Matthias Schoenaerts; John Ortiz; Ann Dowd; Michael Aronov; James Frecheville; Elizabeth Rodriguez; Tobias Segal; Michael Esper; Lauren Susan; Erin Darke
Stretch,Patrick Wilson; Ed Helms; James Badge Dale; Brooklyn Decker; Jessica Alba; Ray Liotta; David Hasselhoff; Randy Couture; Matthew Willig; Mindy Robinson
The Hundred-Foot Journey,Helen Mirren; Rohan Chand; Charlotte Le Bon; Manish Dayal; Juhi Chawla; Om Puri; Amit Shah; Farzana Dua Elahe; Dillon Mitra; Malcolm Granath; Oprah Winfrey
God's Not Dead,Kevin Sorbo; Shane Harper; David A.R. White; Dean Cain; Trisha LaFace; Willie Robertson; Korie Robertson; Benjamin Onyango; Paul Kwo; Hadeel Sittu; Cory Oliver; Newsboys
99 Homes,Andrew Garfield; Michael Shannon; Laura Dern; Tim Guinee; Noah Lomax; Cullen Moss; Donna DuPlantier; Wayne Pére; John L. Armijo; Judd Lormand
The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence; Josh Hutcherson; Natalie Dormer; Sam Claflin; Liam Hemsworth; Julianne Moore; Lily Rabe; Philip Seymour Hoffman; Robert Knepper; Stef Dawson; Eiden Henson; Evan Ross; Mahershala Ali; Wes Chatham; Patina Miller
The Cobbler,Adam Sandler; Steve Buscemi; Method Man; Dustin Hoffman; Melonie Diaz; Lynn Cohen; Ellen Barkin; Dan Stevens; Elena Kampouris; Yul Vazquez; Donnie Keshawarz
Better Living Through Chemistry,Olivia Wilde; Sam Rockwell; Michelle Monaghan; Norbert Leo Butz; Ben Schwartz; Jane Fonda; Ken Howard; Ray Liotta; Julisita Salcedo; Ken Arnold; Ali Dash; Jenn Harris
Midnight Special,Michael Shannon; Jaeden Lieberher; Joel Edgerton; Kirsten Dunst; Adam Driver; Sam Shepard; David Jensen; Scott Haze; Garrett Hines; James Moses Black
While We're Young,Ben Stiller; Amanda Seyfried; Naomi Watts; Adam Driver; Charles Grodin; Adam Horovitz; Maria Dizzia; Brady Corbet; Dree Hemingway; James Saito
Date and Switch,Nicholas Braun; Hunter Cope; Dakota Johnson; Nick Offerman; Gary Cole; Megan Mullally; Sarah Hyland; Brian Geraghty; Zach Cregger; Wendi McLendon-Covey; Rob Huebel; Larry Wilmore; Dustin Ybarra; Ray Santiago
Creep,Mark Duplass; Patrick Brice
Knights of Badassdom,Peter Dinklage; Steve Zahn; Ryan Kwanten; Summer Glau; Margarita Levieva; Jimmi Simpson; Joshua Malina; Danny Pudi; W. Earl Brown; Tom Hopper
Get on Up,Chadwick Boseman; Viola Davis; Octavia Spencer; Nelsan Ellis; Lennie James; Tika Sumpter; Jill Scott; Dan Aykroyd; Keith Robinson; Ralph E. Tresvant
The Normal Heart,Mark Ruffalo; Julia Roberts; Matt Bomer; Taylor Kitsch; Jonathan Groff; Jim Parsons; Denis O'Hare; Finn Wittrock; Joe Zaso; Remy Auberjonois; Catherine Chadwick
Bag It,Jeb Berrier; Jared Blumenfeld; Martin Bourque; Michael Braungart; David Chameides; Theo Colborn; Richard Conlin; Peter Coyote; Linden Dahlkemper; Sylvia Earle
Boyhood,Ellar Coltrane; Patricia Arquette; Ethan Hawke; Lorelei Linklater; Tamara Jolaine; Nick Krause; Jordan Howard; Evie Thompson; Sam Dillon; Natalie Wilemon; Brad Hawkins
Deliver Us from Evil,Eric Bana; Edgar Ramirez; Olivia Munn; Sean Harris; Joel McHale; Dorian Missick; Mike Houston; Olivia Horton; Lulu Wilson; Antoinette LaVecchia; Scott Johnsen; Valentina Rendón; Daniel Sauli
Particle Fever,Martin Aleksa; Nima Arkani-Hamed; Savas Dimopoulos; Monica Dunford; Fabiola Gianotti; David Kaplan; Mike Lamont; Asmina Arvanitaki; James Beacham; Jed Biesiada
House of Secrets,Bianca Lawson; Neil Jackson; Brendan Fehr; Costas Mandylor; Stephanie Jacobsen; Michael Patrick McGill; Paul Johansson; Stephen W. Schriver; Tracy Mulholland; Miguel Najera
Barely Lethal,Hailee Steinfeld; Samuel L. Jackson; Jessica Alba; Sophie Turner; Jaime King; Dove Cameron; Rachael Harris; Thomas Mann; Alexandra Krosney; Autumn Dial
Bending All The Rules,Bradley Cooper; Colleen Porch; David Gail; Morgan Klein; Kurt McKinney; Shauna Vatovec; Andy Scott; James Martin Kelly; Jerry Alan; Ed Carine
Butter on the Latch,Sarah Small; Isolde Chae-Lawrence; Stephan Goldbach; Charlie Hewson
Thou Wast Mild and Lovely,Joe Swanberg; Sophie Traub; Robert Longstreet; Kristin Slaysman; Matt Orme; Geoff Marslett; Shelley Delaney
The Town That Came A-Courtin',Lauren Holly; Cameron Bancroft; Valerie Harper; Lucie Guest; Toby Hargrave; Iris Quinn; Lindsay Gibson; Garrett Black; Barbara Wallace; Kendra Anderson
The Prince,Jason Patric; Bruce Willis; 50 Cent; John Cusack; Jessica Lowndes; Gia Mantegna; Johnathon Schaech; Tara Holt; Rain; Don Harvey; Tyler J. Olson
Fifty Shades of Grey,Jamie Dornan; Dakota Johnson; Rita Ora; Luke Grimes; Marcia Gay Harden; Jennifer Ehle; Victor Rasuk; Max Martini; Eloise Mumford; Callum Keith Rennie; Dylan Neal
Atlantic Rim,Graham Greene; Anthony 'Treach' Criss; David Chokachi; Jackie Moore; Nicole Alexandra Shipley; Larry Gamell Jr.; Steven Marlow; Jinhi Evans; Sara Bond; Melissa Foster
When Trumpets Fade,Ron Eldard; Zak Orth; Frank Whaley; Dylan Bruno; Devon Gummersall; Dan Futterman; Steven Petrarca; Dwight Yoakam; Martin Donovan; Timothy Olyphant
Mudhoney,Hal Hopper; Antoinette Cristiani; John Furlong; Rena Horten; Princess Livingston; Lorna Maitland; Sam Hanna; Stuart Lancaster; Nick Wolcuff; Frank Bolger
Ashes and Snow,Laurence Fishburne; Jeanne Moreau; Enrique Rocha; Ken Watanabe
Crimson Peak,Mia Wasikowska; Jessica Chastain; Tom Hiddleston; Charlie Hunnam; Burn Gorman; Jim Beaver; Javier Botet; Kimberly-Sue Murray; Emily Coutts
Ouija,Ana Coto; Bianca A. Santos; Vivis Colombetti; Douglas Smith; Erin Moriarty; Matthew Settle; Olivia Cooke; Robyn Lively; Daren Kagasoff; Bill Watterson
"As Above, So Below",Perdita Weeks; Ben Feldman; Edwin Hodge; François Civil; Marion Lambert; Ali Marhyar
Mega Shark vs. Mecha Shark,Elisabeth Röhm; Christopher Judge; Kate Avery; Hannah Levien; Matt Lagan; Simon Barbaro; Luca Bello; Phil Biedron; Andrew Bongiorno; Lance Buckner; Alecia Burnett; Vincent Cusimano; Ozzie Devrish
Faults,Leland Orser; Mary Elizabeth Winstead; Chris Ellis; Lance Reddick; Jon Gries; Leonard Earl Howze; Beth Grant; David Chandler; Kellie Matteson; Amanda Saunders; Suzan Averitt
Buzzard,Joshua Burge; Joel Potrykus; Lisa Mueller; Jason Roth; Chris Kotcher; Michael Cunningham; Camille Vanderweide; Joe Anderson; Scott Baisden; Teri Ann Nelson
Tension,Richard Basehart; Audrey Totter; Cyd Charisse; Barry Sullivan; Lloyd Gough; Tom D'Andrea; William Conrad; Tito Renaldo
Alien Tornado,Jeff Fahey; Kari Wuhrer; Stacey Asaro; Willard E. Pugh; Marcus Lyle Brown; Claire Conti; David Jensen; Terry Kiser; Caleb Tourres
Space Station 76,Patrick Wilson; Liv Tyler; Matt Bomer; Marisa Coughlan; Kylie Rogers; Kali Rocha; Jerry O'Connell; Keir Dullea; Victor Togunde; Sam Pancake; Michael Stoyanov
The Mend,Josh Lucas; Stephen Plunkett; Lucy Owen; Mickey Sumner; Austin Pendleton; Cory Nichols; Sekou Laidlow; Louisa Krause; Leo Fitzpatrick; Sarah Steele; Samantha Sherman
Nasty Baby,Kristen Wiig; Sebastián Silva; Tunde Adebimpe; Alia Shawkat; Mark Margolis; Reg E. Cathey; Agustín Silva; Neal Huff; Judy Marte; Toni D'Antonio
Exists,Chris Osborn; Dora Madison Burge; Roger Edwards; Denise Williamson; Samuel Davis; Brian Steele
Honeymoon,Rose Leslie; Harry Treadaway; Ben Huber; Hanna Brown
Late Phases,Nick Damici; Ethan Embry; Erin Cummings; Tom Noonan; Lance Guest; Karen Lynn Gorney; Rutanya Alda; Caitlin O'Heaney; Tina Louise
Starry Eyes,Alex Essoe; Amanda Fuller; Noah Segan; Fabianne Therese; Shane Coffey; Natalie Castillo; Pat Healy; Nick Simmons; Maria Olsen; Marc Senter
Moms' Night Out,Sarah Drew; Trace Adkins; Sean Astin; Patricia Heaton; David Hunt; Andrea Logan White; Robert Amaya; Abbie Cobb; Harry Shum Jr.; Alex Kendrick; Anjelah N. Johnson; Manwell Reyes; Sammi Hanratty; Jason Burkey; Kevin Downes; Michael Leone; Shiloh Nelson; Rhoda Griffis
A Mother's Rage,Lori Loughlin; Jordan Hinson; Shaun Sipos; Ted McGinley; Kristen Dalton; Christopher Backus; Alix Elizabeth Gitter; Natalie Desselle; John Rubinstein; Michael Adam Hamilton; Trevor St. John
Dangerous Intuition,Tricia Helfer; David Cubitt; Genea Charpentier; Estella Warren; Dean Wray; Dakota Guppy; Serge Houde; John Innes; Dylan Neal; Johannah Newmarch; David Orth; Jill Teed
A Dark Plan,Kelly Lynch; Nic Robuck; Michael Nouri; Brian Borello; Mika Boorem; Annie Abbott; Robert Amico; Maude Bonanni; Austin Brooks; Denise Grayson
Fatal Justice,Cynthia Watros; Brian Krause; Frances Fisher; Kym Jackson; Danika Yarosh; Nicholas Guilak; Gary Kohn; Andrew Thacher; Sam Kindseth; John Colton; Matt Cedeño; Jen Nikolaisen
A Most Violent Year,Oscar Isaac; Jessica Chastain; Albert Brooks; David Oyelowo; Alessandro Nivola; Elyes Gabel; Catalina Sandino Moreno
The November Man,Pierce Brosnan; Luke Bracey; Olga Kurylenko; Will Patton; Caterina Scorsone; Bill Smitrovich; Eliza Taylor; Amila Terzimehic; Roman Mitichyan; Akie Kotabe; Nina Jankovic
Still Alice,Julianne Moore; Alec Baldwin; Kristen Stewart; Kate Bosworth; Hunter Parrish; Erin Darke; Seth Gilliam; Victoria Cartagena; Shane McRae
The Forger,John Travolta; Christopher Plummer; Tye Sheridan; Jennifer Ehle; Abigail Spencer; Lyndon Smith; Chanty Sok; Christy Scott Cashman; Kristina Ellery; Travis Aaron Wade
Shelter,Jennifer Connelly; Anthony Mackie; Amy Hargreaves; Naeem Uzimann; Babs Olusanmokun; Jean-François Ogoubiyi; Rob Morgan; Jordan Lage; Teddy Cañez; Paul Urcioli
The Purge: Anarchy,Frank Grillo; Zach Gilford; Kiele Sanchez; Carmen Ejogo; Jack Conley; Michael K. Williams; Nicholas Gonzalez; Noel Guglielmi; Zoe Borde; Edwin Hodge; Amy Paffrath; Lakeith Stanfield
Superfast,Alex Ashbaugh; Dale Pavinski; Lili Mirojnick; Andrea Navedo; Gonzalo Menendez; Daniel Booko; Joseph Julian Soria; Chris Pang; Chanel Celaya; Amin Joseph; Omar Chaparro
Missing at 17,Ayla Kell; Tricia O'Kelley; Ben Gavin; Alex Carter; Micah Alberti; Marin Hinkle; Gary Hudson; Jonathan Camp; Jacob Hopkins; Brandi Glanville
Killer Reality,Annie Ilonzeh; Parker Young; Lola Glaudini; Brandon Jones; Aubrey O'Day; Michele Nordin; Bernard Curry; Ricardo Molina; Rebekah Graf; Ogy Durham; Aketza Lopez; Ina-Alice Kopp
In the Dark,Elisabeth Röhm; Sam Page; Shannon Elizabeth; Elizabeth Peña; Patrick Muldoon; Aiden Turner; Richard Portnow; Anthony Alabi; Corey Craig; Markie Adams
Think Like a Man Too,Michael Ealy; Kevin Hart; Taraji P. Henson; Terrence Jenkins; Regina Hall; Jerry Ferrara; Dennis Haysbert; Gabrielle Union; Romany Malco; Meagan Good; Jenifer Lewis; La La Anthony; Wendi McLendon-Covey; Gary Owen; Michael Terrence
Android Cop,Michael Jai White; Charles S. Dutton; Kadeem Hardison; Randy Wayne; Larissa Vereza; Kaiwi Lyman; Duane Avery; Morgan Benoit; Jay Brothers; Jay Gillespie
Let's Be Cops,Damon Wayans Jr.; Jake Johnson; James D'Arcy; Nina Dobrev; Andy Garcia; Rob Riggle; Keegan-Michael Key; Olia Voronkova; Angela Kerecz; King
The Perfect Boyfriend,Aiden Turner; Ashley Scott; Jennifer Taylor; Susan Blakely; Betsy Baker; Blake Bertrand; Jason Brooks; Nakia Burrise; Cosimo Canale; Kristin Carey
Stalked at 17,Taylor Spreitler; Chuck Hittinger; Amy Pietz; Brian Krause; Linda Purl; Jamie Luner; Shavon Kirksey; Brian Glanney; Patrick Alan Davis; Sidney Franklin
Bad Country,Amy Smart; Willem Dafoe; Neal McDonough; Matt Dillon; Tom Berenger; Chris Marquette; Bill Duke; J.D. Evermore; Kevin Chapman; Frederick Weller
4Closed,Marlee Matlin; James Denton; Paul Sorvino; Jamie Kennedy; Alex Frnka; Christina DeRosa; Sara Fletcher; Madonna Magee; Nan McNamara; Arnell Powell
A Ring by Spring,Rachel Boston; Kirby Morrow; Ali Liebert; Jesse Moss; Stephen E. Miller; Jillian Fargey; Chris Jacot; Stephanie Powers; Chad Krowchuk; Giles Panton; Teach Grant; Crystal Balint
Social Nightmare,Daryl Hannah; Kirsten Prout; Chloe Bridges; Brandon Smith; Brittania Carraway; Rachel True; Tim Russ; Keith Allan; Kevin E. West; Chase Austin
Monsterwolf,Leonor Varela; Robert Picardo; Marc Macaulay; Steve Reevis; Jason London; Jon Eyez; Griff Furst; Ricky Wayne; Nicole Barré; Amber Bartlett
Hunger,Lori Heuring; Linden Ashby; Joe Egender; Lea Kohl; Julian Rojas; Bjorn Johnson; Britton Partain; Laura Albyn; John Cooley; Ian Hopper
Reclaim,Rachelle Lefevre; John Cusack; Ryan Phillippe; Luis Guzmán; Jacki Weaver; Isabelle Adriani; Briana Roy; Blas Diaz; Jandres Burgos; Reema Sampat
You're Not You,Hilary Swank; Emmy Rossum; Stephanie Beatriz; Josh Duhamel; Ali Larter; Frances Fisher; Marcia Gay Harden; Julian McMahon; Jason Ritter; Ernie Hudson; Loretta Devine; Beau Knapp
5 Flights Up,Morgan Freeman; Diane Keaton; Carrie Preston; Cynthia Nixon; Alysia Reiner; Josh Pais; Claire van der Boom; Liza J. Bennett; Sterling Jerins; Alanna Blair
Frontera,Eva Longoria; Ed Harris; Michael Peña; Amy Madigan; Kristen Rakes; Mia Stallard; Seth Adkins; Julio Cedillo; Matthew Page; Lora Martinez-Cunningham; Mónica Sánchez
The Curse of Downers Grove,Kevin Zegers; Mark L. Young; Lucas Till; Zane Holtz; Bella Heathcote; Helen Slater; Penelope Mitchell; Tom Arnold; Jacqueline Emerson; Martin Spanjers
